Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
43,Other,Masters,Chittagong,3,69554,7690.65,99.11,21,3,0,3,32,0,10,10,13,No
47,Male,Bachelors,Chittagong,12,114792,13924.18,93.11,5,17,0,5,67,3,5,10,49,Yes
53,Male,High School,Dhaka,5,46722,7170.54,79.75,8,15,4,2,12,1,7,9,47,Yes
46,Female,Bachelors,Rajshahi,12,97546,6862.18,82.84,8,11,2,3,10,3,4,3,17,No
48,Other,High School,Dhaka,6,147922,15047.14,76.33,19,5,4,4,78,0,6,5,31,No
52,Female,Bachelors,Barisal,14,78701,15359.68,93.89,21,6,4,1,81,1,5,3,16,No
46,Male,Masters,Rajshahi,6,15963,1470.04,76.63,12,1,0,3,55,3,6,1,6,No
53,Male,Masters,Khulna,11,62978,9247.23,88.34,20,8,4,1,45,2,6,3,27,No
46,Male,PhD,Chittagong,6,32197,4771.2,96.03,16,28,2,3,57,2,1,3,14,Yes
28,Male,Bachelors,Sylhet,8,132502,25418.83,94.28,6,14,4,1,47,1,9,2,34,No
59,Male,Masters,Rajshahi,7,107886,12233.12,81.86,5,8,1,1,78,1,6,5,35,No
34,Male,Masters,Sylhet,7,31877,4224.84,89.48,5,13,2,4,84,1,10,7,27,No
31,Male,Bachelors,Khulna,12,83762,5346.68,91.92,19,26,4,5,58,1,9,3,30,No
58,Female,Bachelors,Barisal,4,149715,8403.61,81.55,9,22,4,5,27,2,5,10,40,No
41,Male,High School,Chittagong,10,22327,4430.26,94.98,17,11,4,5,81,2,5,8,31,No
52,Male,High School,Sylhet,12,43424,5599.03,89.99,14,13,3,2,90,3,8,7,31,No
57,Female,High School,Barisal,5,139904,9825.99,76.15,18,23,4,2,70,2,9,6,5,No
46,Male,Bachelors,Rajshahi,8,139207,27324.47,97.18,13,1,4,3,95,2,2,3,24,Yes
36,Female,Bachelors,Sylhet,3,79029,8308.31,79.56,21,16,0,3,50,0,5,5,26,No
33,Female,Masters,Sylhet,2,32867,6300.33,84.16,18,25,2,4,58,1,10,1,0,No
39,Female,PhD,Dhaka,8,126316,22412.64,82.52,5,23,3,5,64,3,10,1,46,Yes
58,Female,Bachelors,Chittagong,9,43214,5331.27,92.63,5,11,0,1,30,0,8,10,31,No
51,Female,Masters,Rajshahi,6,72269,9094.56,91.67,22,2,0,4,76,0,4,1,40,No
41,Male,High School,Chittagong,3,103365,18716.26,88.61,13,7,1,4,83,2,4,6,19,No
58,Male,Masters,Rajshahi,12,17277,1029.12,99.59,24,7,2,3,53,3,2,4,23,Yes
31,Male,Masters,Barisal,14,98484,11405.13,91.41,5,12,0,1,26,0,2,6,4,Yes
50,Female,Bachelors,Khulna,9,50064,3348.45,76.61,17,23,2,3,20,2,10,9,20,No
36,Male,Bachelors,Rajshahi,12,104657,19342.18,82.55,9,14,0,4,34,1,5,4,1,No
54,Male,High School,Barisal,8,40590,4528.22,98.67,11,20,1,5,45,3,8,8,47,Yes
34,Male,High School,Rajshahi,13,138987,20996.72,80.19,7,5,4,2,15,2,9,9,25,No
28,Male,High School,Dhaka,13,135870,23828.02,85.45,6,1,3,3,27,2,9,5,30,No
52,Female,Bachelors,Rajshahi,12,99934,6857.56,83.29,17,16,4,1,32,0,9,8,6,No
37,Male,Bachelors,Barisal,1,59507,5676.98,96.52,6,6,0,2,53,1,4,2,33,No
56,Female,High School,Khulna,1,142066,25471.36,80.79,20,22,1,4,98,1,7,5,5,No
53,Male,Bachelors,Sylhet,10,113596,13280.08,89.79,15,6,1,1,63,3,6,9,45,Yes
41,Male,Masters,Dhaka,5,37217,2145.47,82.07,23,13,0,4,61,1,3,6,21,No
23,Male,Masters,Dhaka,11,79459,10405.68,89.32,7,4,1,4,62,0,6,9,13,No
56,Other,Bachelors,Dhaka,7,35723,7098.92,78.03,9,1,0,1,26,3,7,1,7,No
50,Male,Bachelors,Barisal,8,63314,4732.86,83.88,20,10,0,1,23,2,9,7,13,No
47,Female,Bachelors,Chittagong,13,133481,9338.46,88.37,16,13,0,3,54,0,7,10,2,No
23,Female,Bachelors,Chittagong,7,26362,4825.88,91.97,21,12,3,1,16,3,3,10,37,No
26,Female,Bachelors,Barisal,8,141726,12790.73,81.07,9,17,1,5,37,1,2,7,9,No
43,Male,High School,Rajshahi,2,48039,2825.06,86.88,11,2,3,5,66,1,10,7,5,No
37,Male,Masters,Dhaka,14,27762,2466.93,91.34,18,4,2,2,43,0,8,8,46,Yes
30,Male,Masters,Khulna,2,123325,7857.4,78.72,22,5,2,5,13,0,5,3,1,No
55,Male,High School,Sylhet,3,137217,22309.52,97.28,8,13,0,3,49,3,7,7,21,No
32,Female,High School,Sylhet,4,137226,16974.29,94.75,13,22,2,5,54,1,3,5,24,No
56,Male,High School,Chittagong,9,139856,12381.41,97.69,8,9,2,1,40,2,6,2,8,No
43,Female,High School,Chittagong,8,69398,9346.25,86.86,15,26,4,1,38,1,3,8,36,Yes
25,Female,High School,Sylhet,14,49440,5827.07,81.4,15,14,2,1,40,0,10,3,29,No
48,Female,Bachelors,Khulna,11,128140,13498.13,87.05,18,26,0,1,55,1,8,9,31,Yes
41,Other,Bachelors,Khulna,11,135175,15091.87,75.83,9,13,1,5,35,3,9,10,38,No
39,Male,Masters,Chittagong,12,39531,3057.08,91.33,20,15,4,2,37,0,9,10,17,No
27,Male,Masters,Barisal,2,130898,22140.71,83.92,11,19,4,5,78,0,7,8,36,No
39,Male,Masters,Chittagong,14,51363,3655.66,89.34,9,22,2,3,38,2,3,9,48,Yes
22,Male,Bachelors,Khulna,9,89831,10393.88,81.37,20,1,0,5,27,0,6,10,15,No
27,Male,High School,Barisal,14,22533,3688.82,86.17,15,26,0,1,47,0,6,9,12,Yes
54,Male,Bachelors,Barisal,5,62577,11625.22,84.78,9,28,4,3,19,2,8,6,26,No
29,Female,High School,Sylhet,1,91542,12756.53,86.49,12,2,2,5,41,1,6,2,45,Yes
37,Male,High School,Rajshahi,13,73684,12651.46,99.51,23,9,1,4,68,1,3,9,17,No
52,Male,Bachelors,Rajshahi,7,79645,15906.27,96.3,21,17,1,5,20,2,8,7,16,No
45,Female,High School,Barisal,10,110932,8999.35,87.86,16,26,2,1,30,3,5,9,3,Yes
59,Female,Bachelors,Barisal,12,90567,8326.8,75.62,15,28,3,3,47,3,10,8,43,Yes
41,Male,Bachelors,Sylhet,13,47395,3822.64,98.91,6,22,4,5,66,2,7,6,31,No
52,Male,Masters,Chittagong,9,33913,3411.28,82.74,12,18,2,2,94,1,4,8,48,Yes
27,Female,Bachelors,Khulna,10,146794,21672.95,79.96,13,12,4,5,49,2,7,5,10,No
36,Male,Masters,Sylhet,14,114301,17438.08,81.08,15,1,1,2,92,1,2,1,3,Yes
45,Male,Masters,Khulna,10,134748,13352.48,75.72,20,24,4,5,66,3,6,3,36,No
43,Male,High School,Rajshahi,13,16165,1606.83,80.5,16,17,1,1,17,2,10,8,15,Yes
58,Male,Bachelors,Sylhet,14,19938,2017.79,84.81,14,10,3,1,55,0,1,6,40,Yes
52,Female,Bachelors,Chittagong,12,50128,8793.68,99.28,20,17,0,1,45,0,1,9,15,Yes
55,Other,PhD,Rajshahi,9,116251,8102.2,90.76,10,12,3,4,91,1,9,5,35,No
29,Male,High School,Barisal,2,49589,3176.0,93.66,9,24,2,3,17,3,1,1,9,No
59,Male,PhD,Dhaka,7,68988,7606.11,88.11,21,13,2,5,11,2,4,9,23,No
34,Male,Masters,Barisal,5,65749,3457.62,87.78,15,2,4,1,67,2,2,7,37,Yes
56,Male,Bachelors,Sylhet,11,92992,17543.92,99.47,14,20,1,3,99,0,5,2,14,No
39,Female,Masters,Rajshahi,9,116431,15523.98,78.56,12,3,2,5,87,0,9,4,40,No
40,Other,Masters,Sylhet,1,127896,7134.03,95.37,19,5,1,1,46,2,7,7,7,No
57,Female,Bachelors,Chittagong,9,40870,4495.85,99.64,12,4,2,3,45,0,5,10,30,No
57,Male,Bachelors,Khulna,12,129100,23129.03,79.31,23,12,3,5,26,1,3,3,27,No
40,Female,Bachelors,Rajshahi,9,88967,9880.33,83.06,12,14,3,2,64,2,7,7,41,Yes
22,Male,Bachelors,Barisal,1,75919,3835.09,80.39,21,7,2,1,40,3,9,8,38,No
30,Female,Masters,Khulna,5,77019,14997.62,94.86,24,23,0,3,88,2,2,2,17,No
33,Male,Masters,Barisal,13,25730,1413.04,84.4,14,19,3,5,87,1,1,5,3,No
38,Other,Bachelors,Rajshahi,12,31737,1902.88,96.47,16,4,0,2,58,3,5,7,26,No
38,Male,High School,Rajshahi,9,64274,8365.4,79.45,13,27,2,2,95,0,9,5,27,Yes
34,Female,Bachelors,Dhaka,1,55591,7700.89,80.8,14,27,3,4,94,0,3,9,25,No
51,Male,Masters,Khulna,5,92763,10261.32,85.79,17,25,4,2,66,3,2,10,5,Yes
49,Male,Masters,Chittagong,6,118929,21862.04,86.36,6,19,0,5,52,0,7,5,13,No
57,Male,Bachelors,Chittagong,13,35734,5524.76,82.63,23,17,3,5,74,3,2,4,18,Yes
53,Female,Masters,Sylhet,6,43550,6789.14,97.14,24,19,3,1,23,3,5,2,7,No
55,Female,Bachelors,Rajshahi,13,104973,15966.31,82.17,22,12,2,3,35,3,5,2,9,No
37,Male,High School,Dhaka,3,118249,13126.09,84.1,12,12,2,4,89,3,6,10,47,Yes
46,Female,Bachelors,Barisal,3,15974,1633.73,75.72,23,6,2,1,65,0,8,8,46,Yes
23,Female,Bachelors,Dhaka,13,87405,8259.66,97.44,11,25,2,1,56,1,1,1,23,Yes
52,Female,Bachelors,Barisal,13,101050,18917.0,89.99,9,19,0,2,78,1,7,9,24,No
54,Female,Masters,Rajshahi,5,144729,15783.65,86.65,6,6,2,1,43,0,1,4,15,Yes
27,Female,Bachelors,Dhaka,7,71497,11724.22,88.27,23,25,4,4,83,2,2,5,9,Yes
51,Female,Bachelors,Barisal,10,87112,15607.51,94.89,7,27,2,1,56,3,7,6,2,Yes
29,Male,Masters,Khulna,7,43772,7750.84,86.44,14,11,2,5,23,1,10,3,41,Yes
28,Male,Masters,Dhaka,2,89556,6860.06,89.16,11,24,2,4,58,1,10,3,5,No
47,Male,Masters,Rajshahi,5,21487,3814.64,84.21,16,10,1,4,55,1,8,9,1,No
24,Male,High School,Khulna,7,117807,5966.22,83.89,17,2,1,5,70,1,1,6,11,No
44,Female,High School,Sylhet,7,107586,5872.3,81.1,21,7,3,2,73,3,1,6,7,Yes
32,Female,Masters,Sylhet,3,47983,4270.45,91.58,8,1,3,1,25,1,5,3,32,No
44,Male,Bachelors,Rajshahi,7,147686,25289.71,96.74,10,5,2,3,45,2,3,10,36,No
49,Female,Bachelors,Chittagong,6,95459,15025.64,99.96,23,14,0,3,65,3,10,2,33,No
33,Male,Masters,Dhaka,12,67650,6195.37,90.33,7,6,4,1,61,3,4,8,12,No
59,Female,Masters,Rajshahi,7,45819,3047.92,92.14,5,17,1,5,91,3,1,2,38,No
41,Male,Masters,Sylhet,5,48001,5993.15,84.91,10,10,2,2,30,2,5,1,24,No
58,Male,Bachelors,Sylhet,4,145326,26797.03,96.38,22,16,0,3,34,2,3,8,25,No
24,Female,Bachelors,Sylhet,7,17987,3036.64,93.29,9,27,2,3,61,2,10,2,35,Yes
58,Male,Bachelors,Sylhet,4,99046,14973.64,94.28,21,6,1,1,26,0,6,9,4,No
59,Female,Bachelors,Rajshahi,9,125383,24423.14,76.21,14,29,1,5,26,3,4,7,40,No
54,Male,Bachelors,Barisal,9,51637,4706.58,94.42,16,6,0,3,82,0,3,10,42,Yes
52,Male,High School,Dhaka,6,66451,11457.66,83.98,21,16,3,1,73,1,9,4,37,No
43,Female,Masters,Chittagong,7,80240,13530.33,90.49,23,9,2,4,81,0,5,4,19,No
34,Female,Bachelors,Khulna,13,61955,3993.37,94.95,9,28,1,5,25,1,10,8,32,No
33,Female,Bachelors,Chittagong,6,29649,1680.38,98.22,22,22,1,5,55,1,10,4,29,No
55,Male,Bachelors,Barisal,1,88123,11025.74,81.03,8,22,3,5,75,3,9,8,11,No
49,Male,Masters,Barisal,2,128562,6455.28,86.67,5,5,1,4,84,0,4,8,39,No
33,Female,PhD,Chittagong,11,34136,5652.24,93.68,9,21,2,3,53,1,8,7,1,No
35,Female,PhD,Rajshahi,9,51221,3242.02,90.69,18,17,2,3,11,3,7,4,21,No
40,Female,Masters,Dhaka,6,123496,17158.09,92.16,13,2,1,5,78,0,7,6,13,No
23,Female,PhD,Rajshahi,10,138568,12414.1,84.82,23,20,4,5,33,3,2,7,22,No
25,Male,Bachelors,Dhaka,11,97901,14797.39,90.28,20,22,4,3,54,3,10,10,9,No
42,Female,Masters,Sylhet,14,79469,7313.64,92.09,17,13,2,3,12,3,10,6,34,No
50,Male,Bachelors,Sylhet,1,87030,15380.73,93.86,22,21,1,1,13,1,10,6,47,Yes
25,Female,High School,Rajshahi,3,46987,5198.69,90.14,7,25,1,5,31,1,5,7,7,No
24,Female,Masters,Rajshahi,10,29344,4284.55,82.41,19,12,0,4,21,0,10,9,30,No
30,Other,Masters,Chittagong,6,118920,19085.31,82.09,5,24,3,4,42,0,7,9,46,Yes
57,Female,High School,Dhaka,13,65166,10481.21,76.86,18,15,1,1,62,3,6,5,37,No
37,Female,High School,Dhaka,13,145965,19525.17,98.36,23,28,1,2,50,2,4,2,10,Yes
22,Female,High School,Khulna,12,119082,11655.14,76.97,10,13,3,4,98,3,7,5,33,No
47,Male,Masters,Dhaka,7,142243,26145.25,78.99,12,3,3,1,70,3,3,6,4,No
37,Male,Bachelors,Rajshahi,8,86213,6333.37,96.14,16,4,4,1,13,3,7,3,25,No
49,Female,High School,Barisal,9,128309,23107.57,96.8,8,20,1,5,62,1,3,1,20,No
57,Male,Bachelors,Barisal,12,55762,9176.39,83.63,20,9,3,3,61,3,8,1,47,Yes
44,Male,High School,Rajshahi,1,78807,11709.47,81.93,8,4,1,1,63,3,7,5,26,No
59,Female,Masters,Barisal,12,139291,11352.89,91.6,11,6,3,2,69,1,7,6,1,No
24,Male,Bachelors,Sylhet,4,21262,2009.07,94.0,18,22,2,4,31,2,7,1,26,No
29,Female,Bachelors,Barisal,3,65806,9511.77,90.38,5,7,4,3,19,1,4,10,35,No
56,Female,Bachelors,Sylhet,4,86141,16451.86,99.65,18,12,2,4,90,2,10,5,38,No
51,Female,Bachelors,Sylhet,9,53569,7866.19,78.07,9,18,4,4,87,2,10,6,10,No
35,Female,Masters,Dhaka,13,142231,21575.0,94.97,13,7,3,2,62,1,10,1,48,Yes
22,Male,Masters,Dhaka,8,102004,8673.11,79.84,7,15,1,2,91,3,7,3,10,No
49,Male,Masters,Barisal,11,138025,12959.08,81.91,21,4,3,4,25,2,3,2,28,No
51,Male,Bachelors,Sylhet,10,25881,2975.07,95.1,11,17,1,1,50,3,5,10,43,Yes
47,Male,Bachelors,Dhaka,6,39870,7448.65,91.29,18,12,3,5,81,3,4,8,24,No
22,Male,High School,Khulna,2,43960,3135.93,81.18,6,27,2,1,28,2,7,6,31,Yes
50,Male,Bachelors,Sylhet,13,50388,7561.02,81.86,20,29,4,2,98,3,9,6,43,Yes
35,Male,Masters,Chittagong,3,47753,9142.01,96.78,16,26,4,3,73,2,3,10,20,No
33,Male,Bachelors,Barisal,13,63282,5818.89,89.38,19,12,4,3,43,0,8,10,18,No
46,Female,Bachelors,Dhaka,14,125844,21780.58,94.08,16,4,1,3,21,2,1,4,17,No
51,Male,PhD,Barisal,6,79320,7397.77,93.57,22,15,2,2,36,1,10,8,45,Yes
30,Male,Masters,Khulna,1,27471,3092.04,84.87,9,26,2,2,67,2,1,6,33,Yes
55,Female,Masters,Khulna,9,60700,6608.34,89.97,10,28,1,3,48,0,7,4,49,Yes
26,Female,Masters,Sylhet,2,23506,3738.31,89.0,10,15,3,1,64,1,7,3,17,No
32,Female,Masters,Sylhet,10,70459,14051.87,87.73,9,28,0,5,95,2,7,4,22,No
24,Male,Bachelors,Khulna,8,71115,12535.36,96.84,8,18,4,2,33,3,2,8,20,Yes
59,Female,Bachelors,Barisal,4,121204,13322.39,83.26,18,23,0,4,78,3,6,4,11,No
24,Female,High School,Sylhet,8,148424,14854.47,77.1,13,7,1,2,33,0,4,1,34,No
22,Male,Bachelors,Sylhet,2,69986,5328.2,97.96,15,16,1,4,39,1,6,3,8,No
39,Male,PhD,Rajshahi,13,119382,18388.39,78.69,18,26,0,3,15,0,7,6,15,No
31,Male,Bachelors,Dhaka,14,54585,10222.8,89.62,6,24,1,4,29,0,3,1,1,No
45,Male,High School,Rajshahi,9,91407,14905.54,78.09,15,16,1,5,26,2,10,6,16,No
58,Male,High School,Sylhet,2,41847,6217.05,92.77,24,21,0,1,16,2,1,4,40,Yes
52,Male,Bachelors,Dhaka,13,123108,20759.77,81.56,13,23,0,2,41,3,5,9,35,No
32,Male,Bachelors,Rajshahi,12,17831,2459.16,81.35,8,22,1,3,48,2,1,2,44,Yes
47,Female,Bachelors,Sylhet,6,23940,3627.3,94.21,18,7,4,4,65,1,4,10,31,No
53,Male,Masters,Barisal,2,27474,1927.81,91.83,6,23,2,2,53,0,3,9,44,Yes
54,Male,PhD,Chittagong,4,117802,19751.19,75.65,8,24,1,5,57,0,8,10,4,No
30,Male,Masters,Sylhet,13,138320,9807.4,76.88,5,2,0,3,38,1,2,4,49,Yes
50,Female,Bachelors,Chittagong,8,87457,14355.1,89.1,15,11,2,3,59,3,5,8,32,No
27,Male,Bachelors,Rajshahi,4,53009,4233.51,97.06,13,15,4,5,58,0,4,6,0,No
30,Male,Bachelors,Khulna,14,130654,19620.75,91.91,8,25,2,5,45,0,1,2,0,No
56,Female,PhD,Chittagong,13,60939,10464.94,87.27,20,24,2,3,82,3,4,4,23,No
34,Female,Bachelors,Barisal,11,73152,4844.54,90.77,19,3,1,2,88,1,3,3,28,No
35,Male,High School,Khulna,2,85723,12717.84,97.09,23,28,1,5,40,1,5,6,36,No
35,Male,Bachelors,Dhaka,14,115142,11696.98,93.34,7,24,4,5,23,1,8,9,7,No
40,Male,Bachelors,Rajshahi,10,144230,10684.09,76.56,15,18,2,1,31,0,5,6,43,Yes
25,Female,Bachelors,Sylhet,10,142576,11262.29,78.35,16,18,0,5,73,2,5,1,36,No
47,Female,High School,Dhaka,9,142078,17765.68,80.93,13,4,1,1,96,3,5,4,9,No
23,Male,Bachelors,Barisal,4,108511,9720.78,96.7,21,10,3,1,76,3,7,2,31,No
22,Female,Bachelors,Rajshahi,5,36474,6982.62,80.66,10,12,2,3,31,3,3,10,9,No
58,Male,Bachelors,Sylhet,1,48207,4571.26,80.24,11,20,2,1,77,3,6,4,27,No
40,Female,High School,Chittagong,6,123790,18511.84,93.74,21,4,0,5,44,3,10,8,49,Yes
39,Female,Bachelors,Dhaka,11,92606,13361.34,99.86,14,5,0,2,46,0,10,2,18,No
39,Male,High School,Dhaka,8,147492,21473.02,80.04,16,23,0,1,20,1,1,7,19,Yes
59,Male,Bachelors,Sylhet,3,114120,13429.01,90.83,24,24,2,1,89,3,1,2,35,Yes
32,Female,Masters,Sylhet,12,69781,8414.4,76.01,6,9,4,4,46,1,2,9,22,No
34,Male,Masters,Barisal,2,30003,3025.89,94.15,23,25,4,4,95,0,2,6,23,No
41,Female,Masters,Khulna,5,98606,18379.45,97.22,5,9,1,2,81,3,3,8,20,No
45,Male,Masters,Sylhet,2,23033,2488.58,88.94,8,26,1,1,14,2,7,9,28,Yes
37,Male,Masters,Dhaka,12,49970,9460.61,82.51,18,8,0,4,89,0,10,2,3,No
40,Male,Bachelors,Barisal,3,51920,5127.3,75.37,7,17,3,1,44,2,6,5,31,No
25,Female,Bachelors,Barisal,14,88131,6065.19,84.81,14,5,1,2,21,2,6,1,7,No
44,Female,Bachelors,Sylhet,7,98852,19571.06,80.58,11,15,1,2,28,1,3,1,5,No
34,Female,Masters,Barisal,10,108819,5849.14,75.29,24,12,3,5,79,2,6,9,32,No
39,Male,Bachelors,Sylhet,13,98746,9895.19,83.86,15,18,0,2,79,3,8,5,45,Yes
34,Male,High School,Sylhet,9,59714,3059.19,96.64,22,5,3,4,58,0,1,8,10,No
58,Male,Bachelors,Barisal,1,89149,7004.0,79.06,5,9,3,5,42,0,6,4,2,No
28,Female,Bachelors,Khulna,4,100060,16712.78,95.01,22,22,0,1,29,2,9,1,34,No
25,Female,High School,Khulna,13,101880,15926.75,98.02,12,26,4,1,90,3,7,2,11,Yes
43,Male,Bachelors,Chittagong,1,36932,6590.52,80.62,21,29,4,4,48,2,3,7,36,No
33,Male,PhD,Khulna,8,136884,7710.63,96.21,24,8,3,1,47,3,6,3,36,No
43,Male,Masters,Khulna,10,144145,28050.75,90.45,20,29,2,5,92,1,7,4,19,No
53,Male,Bachelors,Khulna,4,97365,5267.48,80.72,5,25,1,3,87,0,10,4,3,No
57,Male,High School,Khulna,10,36065,5723.09,86.08,16,21,0,5,10,0,8,4,18,No
54,Female,High School,Rajshahi,1,55451,4833.16,92.65,13,13,3,1,54,2,10,3,11,No
24,Male,High School,Rajshahi,4,116906,7072.4,91.13,10,3,3,1,81,0,7,6,33,No
28,Male,Bachelors,Khulna,8,74676,12883.5,77.29,17,28,4,4,23,2,9,9,32,No
35,Male,High School,Sylhet,7,132560,11091.29,90.74,10,4,2,3,18,3,9,2,0,No
46,Male,Masters,Rajshahi,12,102202,6576.27,75.05,14,29,1,1,25,3,2,1,9,Yes
57,Male,Bachelors,Barisal,7,82455,10040.68,86.94,13,3,2,4,94,0,7,8,36,No
30,Female,Bachelors,Barisal,2,101081,5189.44,99.35,11,15,3,5,28,0,9,5,35,No
42,Female,High School,Sylhet,1,96604,9502.16,95.22,16,4,1,5,18,0,2,6,36,No
32,Female,Masters,Barisal,3,38437,2671.77,93.52,9,21,0,5,47,3,9,2,30,No
42,Female,Masters,Dhaka,11,138375,23219.52,75.67,21,10,1,2,11,1,5,6,12,No
26,Female,Bachelors,Dhaka,13,112795,11669.7,75.87,11,9,4,4,43,0,6,9,42,Yes
57,Male,Bachelors,Dhaka,3,83024,12111.21,98.89,24,25,3,2,13,0,9,4,48,Yes
50,Male,PhD,Dhaka,12,83018,11028.25,93.89,12,18,2,4,50,0,7,3,21,No
39,Female,Masters,Chittagong,11,141359,7772.27,80.73,21,15,1,5,75,1,1,10,10,No
51,Male,High School,Barisal,11,146369,14953.9,88.32,11,28,0,3,78,3,5,3,48,Yes
29,Female,Bachelors,Barisal,13,149496,29222.08,97.37,12,17,0,4,36,1,4,10,1,No
57,Male,Bachelors,Chittagong,12,69195,12815.29,85.4,20,26,4,1,38,0,1,6,38,Yes
52,Male,Bachelors,Chittagong,12,100359,5640.95,79.67,23,4,4,1,99,0,1,3,0,Yes
39,Male,Bachelors,Rajshahi,11,27080,5187.7,91.59,22,25,0,1,98,1,9,6,25,No
33,Male,High School,Sylhet,6,125386,17734.38,78.74,23,11,1,4,23,0,2,1,25,No
26,Male,Bachelors,Chittagong,1,84150,8644.14,77.85,16,14,3,1,21,0,4,3,34,No
24,Female,Bachelors,Khulna,1,110453,18212.45,82.19,24,25,2,2,73,3,2,4,4,Yes
47,Female,Masters,Barisal,9,131591,13464.04,90.79,17,13,0,5,42,3,10,10,29,No
24,Male,Bachelors,Sylhet,6,57083,10547.71,82.93,8,17,2,5,64,1,6,4,41,Yes
40,Female,Bachelors,Barisal,11,34536,5553.97,85.73,19,7,4,2,30,3,5,10,26,No
29,Male,Bachelors,Sylhet,4,123955,17216.23,78.99,21,7,4,5,74,0,6,9,46,Yes
22,Female,Masters,Chittagong,4,145778,13411.19,83.15,9,11,4,4,28,1,4,5,8,No
38,Male,Bachelors,Barisal,8,138877,9492.29,82.16,5,13,1,4,48,2,9,2,1,No
28,Male,Masters,Khulna,2,33304,3835.7,88.69,19,26,1,2,89,0,9,4,38,Yes
